"protocolo";"data_manifestacao";"municipio_denunciante";"municipio_fato";"localFato";"manifestacao";"status_atual";"desc_status";"sigla";"nome";"tipo_manifestacao";"assunto";"sub_assunto"
"2020.0318.134336-34";"2020-03-18 13:43:36";;"GOIANIA";;"COM ESSA CORONA VIRUS VOCÊS PODIAM REVER A QUESTÃO DE FECHAR APENAS ALGUNS COMERCIOS.FECHA SHOPPING, RESTAURANTE,E COMERCIOS PEQUENOS FICAM ABERTOS. TEM QUE FECHAR TUDO DURANTE 15 DIAS, PORQUE SENÃO NOS QUE TRABALHAMOS EM COMERCIOS MENORES, FICAREMOS AGLOMERADOS TBM . A CIDADE DEVE PARAR POR 15 DIAS, POIS SÓ ASSIM AS PESSOAS IRÃO SE CONSCIENTIZAR!";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.135138-82";"2020-03-18 13:51:38";"ANICUNS";"NAZARIO";"Distrito de Claudinápolis, A Saborasa";"Presto serviços para a empresa MG DE OLIVEIRA E CIA LTDA., nome fantasia A SABOROSA, localizada na GO 060, distrito de Claudinápolis, município de Nazário-GO, inscrita no CNPJ n. 15.432.806/0001-26, cuja atividade fim é venda de salgados, bebidas, comidas e afins no varejo.Gostaria de saber, com URGÊNCIA, se devido ao caso do coronavirus e ao decreto do Governo de Goiás n. 9.633 de 13/03/2020, alterado pelo Decreto n. 9.637, de 17/03/2020, determina que o meu estabelecimento seja fechado ou se posso permanecer de portas aberta.Aguardo resposta o mais breve possível.";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Solicitação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0318.141454-60";"2020-03-18 14:14:54";;"ALEXANIA";;"Conforme decreto feito pelo governador do Estado de Goiás, apartir de amanhã dia 19/3 os shoppings, e aqui em Alexânia Go, tem o Outlet, onde tem 3 funcionários com suspeita de coronavirus não vai fechar, pelo amor de Deus olhe por nossa cidade!";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.145648-31";"2020-03-18 14:56:48";;"GOIANIA";;"No Lacen, os idosos com 60 anos acima, não estão sendo liberados para trabalhar em casa, conforme o decreto do Governador, devido o Corona vírus. O RH do Lacen, não está liberando os servidores.";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.154104-7";"2020-03-18 15:41:04";;"GOIANIA";;"A  Secretária da Economia não está dispensando os servidores com mais de 60 anos ou com problemas de saúde, que são os servidores de risco, conforme pedi o Decreto do Governador. A Secretária afirma que o setor deles não pode levar processo para casa, é proibido. A cidadã pergunta, quem será o responsável pela saúde deles e seus familiares? Pois eles são vulneráveis ao Corona vírus. Enquanto o Governador pediu a colaboração para fechar o comércio em geral, a Secretária não irá atender à ordem do Senhor Governador?";"55";"Finalizado pela ouvidoria do Órgão.";"ECONOMIA";"Secretaria de Estado da Economia (Antiga SEFAZ)";"Comunicação";"COVID-19 - Corona Vírus";"Informações"
"2020.0318.154547-1";"2020-03-18 15:45:47";;"GOIANIA";"Br 153 km 6";"Covid 19, os call center estão funcionando perfeitamente em Goiânia. Só a oi tem mas de 10 mil colaboradores. No bloco 10 tem mas de 3000 pessoas em um mesmo galpão. Se um pegar Corona ali vira epidemia";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0318.160928-13";"2020-03-18 16:09:28";"GOIANIA";"GOIANIA";"SESI ";"Dentre todos os avisos notificados pelo Estado e a Mídia, gostaria de saber a veracidade em relação a informação sobre as empresas que continuarão trabalhando normalmente e não pretendem parar as atividades. Sou estagiária do SESI e a mesma não pretende parar o exercício de Ginastica Laboral mesmo com o risco de contaminação e com a minha utilização do transporte público coletivo. ";"55";"Finalizado pela ouvidoria do Órgão.";"CGE";"Controladoria-Geral do Estado de Goiás / Ouvidoria Geral do Estado";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.165722-23";"2020-03-18 16:57:22";;"GOIANIA";"Setor Pedro Ludovico";"Clínicas particular Drecia,clínica popular que tem todas as especialidades, odontológia e não atende urgência e emergência está aberta em atendimento normal,não cumprindo o decreto do governo,fazendo os funcionários administrativo e call centers a trabalhar a mercê do vírus . Um ambiente que recebe pessoas de todos os lugares para consultas e exames.";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0318.173245-70";"2020-03-18 17:32:45";"GOIANIA";"GOIANIA";"Dr e Cia - Clínica Popular";"A Clínica Dr E Cia não possui alvará de vigilância sanitária, não é clínica de urgência ou emergencia. Não oferece álcool em gel e máscara para funcionários com sintomas de gripe, não suspende das suas atividades o grupo de risco e está colocando em risco todos os outros profissionais que fazem parte do quadro da empresa. Ela não pode ficar aberta nessa situação atual do nosso país. ";"45";"Encaminhado";"SES";"Secretaria de Estado da Saúde ";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.190518-82";"2020-03-18 19:05:18";;"GOIANIA";"araguaia shopping";"Boa noite, o shopping que trabalho ira fechar amanha dia 19/03 em recorrência do decreto coronavirus, porem a loja que eu trabalho quer que continuemos vindo para trabalhar com as portas fechadas. todos funcionários dependem de transporte publico . ou seja nao teremos quarentena, eles podem fazer isso ? ";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0318.192428-69";"2020-03-18 19:24:28";;"APARECIDA DE GOIANIA";"hospital municipal de aparecida de goiania";"visitei o hospital municipal de aparecida e fiquei chocada pois nao fecharam o ambulatorio estao atendendo pessoas com todo dia de doença e e imuniadde baixa tanto idoso como crianças tem casos de corona virus na unidade e mesmo assim deixam nos paciente irmos la consultar enao sao poucas pessoas atendem 200 pessoas por dia pelo menos o espaço e peuqeno acho que deveria fechar pois e um perigo pra nos que vamos la e pra os funcionarios . ";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.192706-88";"2020-03-18 19:27:06";;"GOIANIA";;"Há servidores dentro da SES em serviço administrativo que estão no grupo de risco do Corona Virus covid-19 e que não foram dispensados do trabalho ou colocados em home Office. São servidores acima dos 60 anos ou com doença pre-existente sendo expostos ao risco. É um absurdo que enquanto tome medidas energicas e corretas para fechar o comércio, ele não dê o mesmo exemplo na administração. É irresponsável";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.215718-76";"2020-03-18 21:57:18";;"JATAI";;"É preciso que o Governador Ronaldo Caiado, ordene que fechem as igrejas de todos os municípios do Estado em virtude da não proliferação do Corona vírus, em cada esquina dessas cidades tem uma pequena e apertada igreja evangélica abarrotada de fiéis, com cultos realizados três vezes na semana. Por favor façam alguma coisa.";"55";"Finalizado pela ouvidoria do Órgão.";"PGE";"Procuradoria-Geral do Estado";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.220130-49";"2020-03-18 22:01:30";;"JATAI";"Cartorio ";"Questão sobre cartórios extrajudiciais atendimento ao público com o corona vírus reduzir hora trabalhada não vai amenizar o risco dos colaboradores sendo que a maioria que procura Cartorio são pessoas bem sucedidas, acho que deveria continuar atendimento apenas emergêncial igual certidão de óbito apenas merecemos alguém olhar para os colaboradores sendo que os donos de Cartorio so pensa no dinheiro que vao perder.";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0318.222320-88";"2020-03-18 22:23:20";;"MATRINCHA";"Colegio Arthur da Costa e Silva";"O colegio Arthur da Costa e Silva, está convocando todos os funcionarios em plena na quarentena, incluindo duas funcionarias gestantes, com problemas de saúde, e duas funcionarias com sintomas de gripe. Todos no mesmo horario sem nenhum cuidado com o contagio e a saude dos mesmos.";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.222829-52";"2020-03-18 22:28:29";;"MATRINCHA";"Colegio Arthur da Costa e Silva";"O colegio Arthur da Costa e Silva esta convocando todos os funcionarios para uma reuniao, mesmo na quarentena sem se importar com duas funcionarias gestantes, com problemas de saude, e duas funcionarias com sintomas de gripe, chamando todos no mesmo horario sem cuidado com a aglomeração.";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0318.222932-72";"2020-03-18 22:29:32";;"GOIANIA";;"Gente porque que as escolas não organiza premeiro as aulas e ve se dar certo. Assim desse jeito não dá já fiquei quase doida com essas mensagem no watzap. Isso não dá certo assim não toda hora é um professor com um trem e um pai pergunta e outro reclama eno fim agene neme sabe o que que t´q fqzendo, isso é pior que uma praga de tão ruim.Por que o governo não organiza isso. Que vergonha.";"55";"Finalizado pela ouvidoria do Órgão.";"SEDUC";"Secretaria de Estado da Educação";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0319.043812-30";"2020-03-19 04:38:12";;"GOIANIA";"Corpo de Bombeiros";"o Corpo de Bombeios está indo na contramão do que os orgão do estado estão pedindo, o mesmo está dando prosseguimento em um concurso interno onde irá aglomerar aproximadamente 700 pessoas no dia 05 de abril, correndo um altissimo risco de contaminção por COVID-19, já foi solicitado por diversas veses o adiamento do certame e foi negado, a Corporação corre o risco de ficar com varios militares doentes por pura inrresponsabilidade de um comandante!";"55";"Finalizado pela ouvidoria do Órgão.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"COVID-19 - Corona Vírus";"Informações"
"2020.0319.071617-66";"2020-03-19 07:16:17";;"GOIANIA";;"Todos que executam trabalhos administrativos precisam, o mais rápido possível, serem postos em teletrabalho, independente do chefe imediato concordar ou não. Nosso trabalho é 100% passível de ser elaborado em casa sem que haja nenhum prejuízo para o bom funcionamento da empresa, entretanto, os que liberam senhas e acessos (seja SAP seja acesso remoto) estão limitando as liberações. Isso não pode ser possível numa pandameia em que estamos vivenciando. VocÊs precisam emitir uma Nota Explicativa rápido para que possamos ter condições de nos preparar. Caso hajam contaminações aqui dentro, assim como ocorreu na ENEL, não poderão reclamar dos processos contra a empresa.  ";"55";"Finalizado pela ouvidoria do Órgão.";"SANEAGO";"Saneamento do Estado de Goiás S/A";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0319.074452-80";"2020-03-19 07:44:52";;"GOIANIA";"SGG palacio pedro ludovico";"A Secretaria Geral da Governadoria não está fazendo o revesamento que o Governador determinou em decreto. é o ÚNICO orgão do palácio que está com toda as salas lotadas, todos funcionarios trabalhando sem ar condicionado, sem alcool gel, sem restaurante pra comer,  correndo serio risco de contaminação do virus corona, desobedecendo o que o Governador caiado ordenou.";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0319.080905-21";"2020-03-19 08:09:05";;"GOIANIA";;"O coronavírus é uma realidade em nosso Estado. Muitas medidas estão sendo tomadas para conter o vírus, fechamento dos estabelecimentos comerciais, rodoviária, terminais coletivos...O que está sendo feito nas unidades de saúde, atendimentos ambulatoriais estão sendo feitos, muitas dessas unidades sem a menor condição, nem todos estão de máscaras. A exemplo disso o CRER que atende milhares de pessoa/dia. Afinal tem cumprir metas de atendimento, custe o que custar para a saúde dos que ali vão em busca de atendimento e colaboradores.Fica o meu desabafo para que as autoridades revejam os atendimentos nas unidades de saúde.Os atendimentos devem ser revistos em todo o Estado, não somente no CRER.";"4";"Finalizado pela ouvidoria.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0319.082705-98";"2020-03-19 08:27:05";;"GOIANIA";;"Senhor RONALDO CAIADO, do que adiantou parasilar alguns comercios e outros não? Os outros comercios de rua tambem correm risco mesmo que não tenham aglomerações, o senhor no minimo deveria parasilar a cidade por 15 dias, nada aberto, para realmente as pessoas sentarem a bunda em casa. É um absurdo esses trabalhadores em transporte publico cheios desse jeito, é um absurdo alguns comercios pararem e outros não. Acho que vocês ainda devem estar achando que CORONAVIRUS é uma brincadeira. Tome um posicionamento geral, vc acha que os trabalhadores de comercios menores não estão com medo tambem? Pq patrao só pensa em dinheiro. E mesmo que seja 01 a 2 pessoas, o contagio não depende só de aglomerações.VAMOS ACORDAR GOVERNADOR. COM ESSE PARADÃO, UM OU OUTRO COMERCIO ABERTO É SO PRA BANDIDO TER TEMPO DE ATACAR.";"55";"Finalizado pela ouvidoria do Órgão.";"SGG/GOVERNADORIA";"Secretaria Geral da Governadoria ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
